,product,category,sub_category,brand,sale_price,market_price,image_url,p_url,type,eancode,rating,description
391,Multi-Surface Cleaner and Deodorizer - Lavender Clean,Cleaning & Household,All Purpose Cleaners,Pine Sol,300,300,https://www.bigbasket.com/media/uploads/p/mm/20002212_2-pine-sol-multi-surface-cleaner-and-deodorizer-lavender-clean.jpg,https://www.bigbasket.com/pd/20002212/pine-sol-multi-surface-cleaner-and-deodorizer-lavender-clean-827-ml/,Imported Cleaners,Invalid Code,4.5,"This formula comes with 4x cleaning action: deodorises, cuts through grease, cuts through grime and cuts through the dirt. It deodorizes and adds a clean, fresh scent, It comes with easy-pour flip-top cap."
392,Multi-Surface Cleaner and Deodorizer - Lemon Fresh,Cleaning & Household,All Purpose Cleaners,Pine Sol,450,450,https://www.bigbasket.com/media/uploads/p/mm/20002211_2-pine-sol-multi-surface-cleaner-and-deodorizer-lemon-fresh.jpg,https://www.bigbasket.com/pd/20002211/pine-sol-multi-surface-cleaner-and-deodorizer-lemon-fresh-1419-l/,Imported Cleaners,Invalid Code,5,"This formula comes with 4x cleaning action: deodorises, cuts through grease, cuts through grime and cuts through the dirt. It deodorizes and adds a clean, fresh scent, It comes with easy-pour flip-top cap."
393,Vastu Combo Pack - Floor Cleaner + toilet cleaner,Cleaning & Household,All Purpose Cleaners,Runaway,319,319,https://www.bigbasket.com/media/uploads/p/mm/40094169_4-runaway-vastu-combo-pack-floor-cleaner-toilet-cleaner.jpg,https://www.bigbasket.com/pd/40094169/runaway-vastu-combo-pack-floor-cleaner-toilet-cleaner-2-l-500-ml/,Floor & Other Cleaners,8904005604204,3.6,"Runaway Vastu Floor Cleaner Contains Herbal & Organic Contents and Also it contains Various kinds of Natural Oils ,Which again helps in Reducing Negative Energy from your place. Runaway-Vastu Floor Cleaner have 5 in 1 Properties. 1.Powerfull Cleaner2. Retain Shine of Floor3. Kill Germs4. Reduces Negative Energy .5. Insecticidal Property It also Contains Gau Mutra . Gau Mutra is Natural Disinfectant, Anti Microbial & Anti Bacterial."
394,Toilet Rimblock Dou Burst - Lemon,Cleaning & Household,All Purpose Cleaners,Bloo,169,169,https://www.bigbasket.com/media/uploads/p/mm/40211967_1-bloo-toilet-rimblock-dou-burst-lemon.jpg,https://www.bigbasket.com/pd/40211967/bloo-toilet-rimblock-dou-burst-lemon-40-g/,Imported Cleaners,5000325049123,,"4 Function Formula
1. Cleaning Foam cleans the toilet with every flush.
2. Dirt Protection helps to prevent re-soiling.
3. Extra Freshness gives a long-lasting fresh scent in the bathroom.
4. Anti-Limescale formulation helps prevent limescale forming. Bloo Blue Active is an innovative rim block that combines design and function in one. Combining power balls and blue water technology, actively cleaning between flushes. A hygienically clean and fresh toilet with every flush!"
395,"Bathroom Cleaner - Liquid, Hand Made",Cleaning & Household,All Purpose Cleaners,Wild Ideas,120,120,https://www.bigbasket.com/media/uploads/p/mm/40124876_1-wild-ideas-bathroom-cleaner-liquid-hand-made.jpg,https://www.bigbasket.com/pd/40124876/wild-ideas-bathroom-cleaner-liquid-hand-made-500-ml/,Toilet Cleaners,8906094930525,3.5,"Wild Ideas present their all-new range of Hand Made Liquid Castile Bathroom Cleaner topped with the added disinfecting and cleaning properties of Lemon Essential Oil. This cleaner works extremely well on tough stains in the toilet bowl, sinks and tiles. You can use it for cleaning regular surfaces as well."
396,Organic Eco-Friendly No Rinse Floor Cleaner,Cleaning & Household,All Purpose Cleaners,Kolan,495,495,https://www.bigbasket.com/media/uploads/p/mm/40161300_1-kolan-organic-eco-friendly-no-rinse-floor-cleaner.jpg,https://www.bigbasket.com/pd/40161300/kolan-organic-eco-friendly-no-rinse-floor-cleaner-700-ml/,Floor & Other Cleaners,Invalid Code,2,"Kolan No Rinse Floor Cleaner cleanses shines, disinfects and kills practically all harmful germs and bacteria. It expertly removes fats, oils, grease and grime and eliminates all organic odours at the source and removes the toughest of stains with minimal effort hence leaving behind a chemical-free sparkling clean floor free from all germs and bacteria. It is also ideal for cleaning grouts, door & window sills and hardwood floors.Proprietary Multi-Enzyme Formula- The enzymes are proteins, composed of hundreds of amino acids, which are produced by living organisms. These enzymes are excellent biological catalysts and are very specific in nature. It provides a complete and hygiene cleaning solution by destroying the entire stain and odour in one application thus eliminating the need for harmful caustic chemicals found in common household cleaners."
397,Toilet Rimblock Dou Burst - Ocean,Cleaning & Household,All Purpose Cleaners,Bloo,169,169,https://www.bigbasket.com/media/uploads/p/mm/40211968_1-bloo-toilet-rimblock-dou-burst-ocean.jpg,https://www.bigbasket.com/pd/40211968/bloo-toilet-rimblock-dou-burst-ocean-40-g/,Imported Cleaners,5000325049154,,"4 Function Formula
1. Cleaning Foam cleans the toilet with every flush.
2. Dirt Protection helps to prevent re-soiling.
3. Extra Freshness gives a long-lasting fresh scent in the bathroom.
4. Anti-Limescale formulation helps prevent limescale forming. Bloo Blue Active is an innovative rim block that combines design and function in one. Combining power balls and blue water technology, actively cleaning between flushes. A hygienically clean and fresh toilet with every flush!"
398,Bees Wax Furniture Polish Natural,Cleaning & Household,All Purpose Cleaners,Big D,249,249,https://www.bigbasket.com/media/uploads/p/mm/40002504_2-big-d-bees-wax-furniture-polish-natural.jpg,https://www.bigbasket.com/pd/40002504/big-d-bees-wax-furniture-polish-natural-300-ml/,Imported Cleaners,5010545001429,4,"Big D Bees Wax Furniture Polish Natural contains a blend of fine waxes to give lasting shine and protection from smears, dust and everyday wear, leaving a fresh lemon fragrance. Cleans and protects all natural wooden surfaces, and many others surfaces around the home."
399,"Water Shower Flow/Aerator - Blue, 3 LPM",Cleaning & Household,All Purpose Cleaners,ECO365,639,639,https://www.bigbasket.com/media/uploads/p/mm/40182805_5-eco365-water-shower-flowaerator-blue-3-lpm.jpg,https://www.bigbasket.com/pd/40182805/eco365-water-shower-flowaerator-blue-3-lpm-4-pcs/,"Kitchen, Glass & Drain",8908009131065,2,"Eco365 presents water saving aerator for kitchen & washbasin tap. Its flow rate is as per green building norms. It is designed with a flow rate of 3 litres per minute to cut down on unnecessary water consumption. The pack contains four aerators each measuring 22 mm in diameter (universal size). Regular pre-installed aerators on taps dispense much more water than actually required. Eco365 water saving aerator can reduce this water wastage by up to 80%. In a years time, an Eco365 aerator installed tap could save approx. 40000 litres of fresh water. Water saved is water earned. Measure your tap's opening before ordering. Tap aerators might be small but are one of the most essential parts of any tap set up. Covert your existing water taps into water-saving taps with Eco365 Aerator!"
400,Veg Wash Prime - Disinfectant Pre-Wash For Whole Vegetables & Fruits,Cleaning & Household,All Purpose Cleaners,Schevaran,275,275,https://www.bigbasket.com/media/uploads/p/mm/40125596_2-schevaran-veg-wash-prime-disinfectant-pre-wash-for-whole-vegetables-fruits.jpg,https://www.bigbasket.com/pd/40125596/schevaran-veg-wash-prime-disinfectant-pre-wash-for-whole-vegetables-fruits-1-l/,Disinfectant Spray & Cleaners,8908010890043,4,"Veg wash prime is formulated as a disinfectant for fresh and uncut fruits and vegetables. It can also be used for disinfecting food contact surfaces like kitchen tables, cutting tools and kitchen platforms. Its ingredients are food grade and safe. It also increases the shelf life of fruits and vegetables."
401,A Fruit And Vegetable Wash,Cleaning & Household,All Purpose Cleaners,Veg Wash +,99,99,https://www.bigbasket.com/media/uploads/p/mm/40055449_1-veg-wash-a-fruit-and-vegetable-wash.jpg,https://www.bigbasket.com/pd/40055449/veg-wash-a-fruit-and-vegetable-wash-350-ml/,Imported Cleaners,8908002763027,4.3,Do not put your health to risk by ingesting harmful pesticides & contaminants when you eat fruits and vegetables. Simply washing fruits and vegetables under your kitchen tap does not remove pesticides and impurities. So use Hygiene Doc to protect yourself and your family.
402,Toilet Bowl Cleaner - Lavender,Cleaning & Household,All Purpose Cleaners,Good maid,150,150,https://www.bigbasket.com/media/uploads/p/mm/70001016_1-good-maid-toilet-bowl-cleaner-lavender.jpg,https://www.bigbasket.com/pd/70001016/good-maid-toilet-bowl-cleaner-lavender-500-ml-bottle/,Toilet Cleaners,9556202802078,4,"Goodmaid Extra Superclean Toilet Bowl Cleaner Is A Concentrated Liquid Cleaner That Effectively Removes Stubborn Stains And Kills Germs, Leaving Toilets Hygienically Clean. Its Improved Formulation Leaves A Long-Lasting Fragrance That Freshens And Deodorizes After Every Wash."
403,HerboCleanse Fruit & Veggie Wash,Cleaning & Household,All Purpose Cleaners,Dr. Vaidya's,300,300,https://www.bigbasket.com/media/uploads/p/mm/40196433_1-dr-vaidyas-herbocleanse-fruit-veggie-wash.jpg,https://www.bigbasket.com/pd/40196433/dr-vaidyas-herbocleanse-fruit-veggie-wash-200-ml/,Disinfectant Spray & Cleaners,8906013181227,2,"Dr. Vaidyas Fruit and Veggie Wash is known to help maintain an additional level of safety for fruits and vegetables above simple rinsing. This wash is enriched with anti-bacterial properties of Ayurvedic herbs like Ushira, Tulsi, Nagarmotha, Dhania, and Rajat Bhasma (Silver) that help remove germs present on fruits and vegetables for safer consumption. The product is known to be suitable for all fruits and vegetables except mushrooms (owing to its porous nature)."
404,Fruit/Veggie Eco Wash - Organic Multi-Enzyme Formula,Cleaning & Household,All Purpose Cleaners,Kolan,495,495,https://www.bigbasket.com/media/uploads/p/mm/40204861_2-kolan-fruitveggie-eco-wash-organic-multi-enzyme-formula.jpg,https://www.bigbasket.com/pd/40204861/kolan-fruitveggie-eco-wash-organic-multi-enzyme-formula-700-ml-bottle/,Disinfectant Spray & Cleaners,8908009339430,,"Kolan Fruit/Veggie Eco-wash cleanses, shines, disinfects and kills practically all harmful germs, viruses and bacteria. Eliminates all soil, waxes, pesticides and foreign matter to make the tough to clean, fruits and vegetables absolutely safe for human consumption. Safe to be used on all types of soft and firm fruits and leafy vegetables while keeping your hands and skin fresh and healthy."
405,Toilet Cleaning - Imported,Cleaning & Household,All Purpose Cleaners,Green Shield,209,209,https://www.bigbasket.com/media/uploads/p/mm/40208328_1-green-shield-toilet-cleaning-imported.jpg,https://www.bigbasket.com/pd/40208328/green-shield-toilet-cleaning-imported-40-pcs/,Imported Cleaners,5060110223534,,"Greenshield wipes can be used as a convenient way to clean moreover disinfect your household surfaces. Each Pre-Moistened Disposable Wipe Kills Germs Wheresoever you use it. It's suitable on all surfaces.  It cleans virus on hard, Non-Porous surfaces in minutes. It provides professional disinfection at home and on the go. It has been specially designed to effectively disinfect regularly touched surfaces of car interiors, furniture's, door knobs, glass, etc. It is safe to use on hands and surfaces. Sanitize and disinfect with Disinfecting Wipes for a bleach-free, all-in-one cleaning alternative that’s safe to use on any surfaces and more with a fresh fragrance."
406,Intense 4Blocks Mountain Fresh,Cleaning & Household,All Purpose Cleaners,Wc Net,285,285,https://www.bigbasket.com/media/uploads/p/mm/40208477_1-wc-net-intense-4blocks-mountain-fresh.jpg,https://www.bigbasket.com/pd/40208477/wc-net-intense-4blocks-mountain-fresh-4-x-34-g/,Imported Cleaners,8004050201563,,"WC Net Rim Blocks is a perfumed toilet cleaner that removes odours, long-lasting smell, and deep cleans and hygienists the toilet bowl. The special formula creates a strong foam for complete purity, and thanks to the elongated shape of the pad release enzymes throughout the toilet bowl surface."
407,Toilet Rimblock Dou Burst - Pine,Cleaning & Household,All Purpose Cleaners,Bloo,169,169,https://www.bigbasket.com/media/uploads/p/mm/40211969_1-bloo-toilet-rimblock-dou-burst-pine.jpg,https://www.bigbasket.com/pd/40211969/bloo-toilet-rimblock-dou-burst-pine-40-g/,Imported Cleaners,5000325049185,,"4 Function Formula
1. Cleaning Foam cleans the toilet with every flush.
2. Dirt Protection helps to prevent re-soiling.
3. Extra Freshness gives a long-lasting fresh scent in the bathroom.
4. Anti-Limescale formulation helps prevent limescale forming. Bloo Blue Active is an innovative rim block that combines design and function in one. Combining power balls and blue water technology, actively cleaning between flushes. A hygienically clean and fresh toilet with every flush!"
408,Cream Cleaner,Cleaning & Household,All Purpose Cleaners,ELBOW GREASE,199,199,https://www.bigbasket.com/media/uploads/p/mm/40211997_1-elbow-grease-cream-cleaner.jpg,https://www.bigbasket.com/pd/40211997/elbow-grease-cream-cleaner-550-ml/,Imported Cleaners,5053249239026,,"Scrub the cream into surfaces in your bathroom and kitchen and watch as the dirt is removed without a hassle, leaving behind a pleasant scent. The only cleaner you'll ever need a Cream cleaner with micro crystals Removes tough & stubborn stains."
409,Toilet & Bathroom Wipes - Sweet Tulip,Cleaning & Household,All Purpose Cleaners,Bloo,159,159,https://www.bigbasket.com/media/uploads/p/mm/40211971_1-bloo-toilet-bathroom-wipes-sweet-tulip.jpg,https://www.bigbasket.com/pd/40211971/bloo-toilet-bathroom-wipes-sweet-tulip-36-wipes/,Imported Cleaners,Invalid Code,,Fragrance Lock Easy to open & close pack. Keeps wipes moist and perfume fresh. Fine Fragrance Bloo flowers® brings the freshness of flowers to the bathroom. Effective cleaning Kills 99.9% of germs. Leaves surface hygienically clean. Effectively removes soap scum. Helps to keep limescale under control Helps to eliminate odours.
410,Surface Cleaner - Jasmine,Cleaning & Household,All Purpose Cleaners,Homizol,32.5,65,https://www.bigbasket.com/media/uploads/p/mm/40083359_1-homizol-surface-cleaner-jasmine.jpg,https://www.bigbasket.com/pd/40083359/homizol-surface-cleaner-jasmine-500-ml/,Floor & Other Cleaners,Invalid Code,3,"Special formulation kills maximum germs, leaves a pleasant aroma as well as removes toughest stains"
